timestamp_ns,cam_id,corner_x,corner_y,corner_id,radius,rvec_x,rvec_y,rvec_z,tvec_x,tvec_y,tvec_z
0,0,240.0,0.0,0,2.39,-0.21307962817834608,0.47864948419874404,0.21099199249901254,-0.5,-0.6,1.0
0,0,274.32,82.62,2,1.87,-0.21307962817834608,0.47864948419874404,0.21099199249901254,-0.5,-0.6,1.0
0,0,205.41,91.74,3,1.92,-0.21307962817834608,0.47864948419874404,0.21099199249901254,-0.5,-0.6,1.0
0,0,379.78,68.68,6,1.73,-0.21307962817834608,0.47864948419874404,0.21099199249901254,-0.5,-0.6,1.0
0,0,297.43,79.57,7,2.61,-0.21307962817834608,0.47864948419874404,0.21099199249901254,-0.5,-0.6,1.0
0,0,507.78,51.75,10,1.2,-0.21307962817834608,0.47864948419874404,0.21099199249901254,-0.5,-0.6,1.0
0,0,407.63,64.99,11,2.82,-0.21307962817834608,0.47864948419874404,0.21099199249901254,-0.5,-0.6,1.0
0,0,666.39,30.77,14,1.41,-0.21307962817834608,0.47864948419874404,0.21099199249901254,-0.5,-0.6,1.0
0,0,541.97,47.23,15,2.28,-0.21307962817834608,0.47864948419874404,0.21099199249901254,-0.5,-0.6,1.0
0,0,868.1,4.1,18,1.95,-0.21307962817834608,0.47864948419874404,0.21099199249901254,-0.5,-0.6,1.0
0,0,709.39,25.09,19,1.56,-0.21307962817834608,0.47864948419874404,0.21099199249901254,-0.5,-0.6,1.0
0,0,194.48,120.72,24,2.22,-0.21307962817834608,0.47864948419874404,0.21099199249901254,-0.5,-0.6,1.0
0,0,263.12,113.51,25,2.65,-0.21307962817834608,0.47864948419874404,0.21099199249901254,-0.5,-0.6,1.0
0,0,225.64,216.79,26,2.37,-0.21307962817834608,0.47864948419874404,0.21099199249901254,-0.5,-0.6,1.0
0,0,158.01,217.46,27,1.73,-0.21307962817834608,0.47864948419874404,0.21099199249901254,-0.5,-0.6,1.0
0,0,286.14,111.09,28,2.14,-0.21307962817834608,0.47864948419874404,0.21099199249901254,-0.5,-0.6,1.0
0,0,368.26,102.46,29,1.71,-0.21307962817834608,0.47864948419874404,0.21099199249901254,-0.5,-0.6,1.0
0,0,329.63,215.76,30,2.24,-0.21307962817834608,0.47864948419874404,0.21099199249901254,-0.5,-0.6,1.0
0,0,248.37,216.57,31,2.19,-0.21307962817834608,0.47864948419874404,0.21099199249901254,-0.5,-0.6,1.0
0,0,396.05,99.54,32,2.35,-0.21307962817834608,0.47864948419874404,0.21099199249901254,-0.5,-0.6,1.0
0,0,496.06,89.03,33,2.44,-0.21307962817834608,0.47864948419874404,0.21099199249901254,-0.5,-0.6,1.0
0,0,456.62,214.5,34,2.6,-0.21307962817834608,0.47864948419874404,0.21099199249901254,-0.5,-0.6,1.0
0,0,357.18,215.49,35,2.02,-0.21307962817834608,0.47864948419874404,0.21099199249901254,-0.5,-0.6,1.0
0,0,530.23,85.44,36,1.23,-0.21307962817834608,0.47864948419874404,0.21099199249901254,-0.5,-0.6,1.0
0,0,654.71,72.36,37,1.57,-0.21307962817834608,0.47864948419874404,0.21099199249901254,-0.5,-0.6,1.0
0,0,615.21,212.93,38,2.66,-0.21307962817834608,0.47864948419874404,0.21099199249901254,-0.5,-0.6,1.0
0,0,490.7,214.17,39,1.49,-0.21307962817834608,0.47864948419874404,0.21099199249901254,-0.5,-0.6,1.0
0,0,697.76,67.84,40,1.88,-0.21307962817834608,0.47864948419874404,0.21099199249901254,-0.5,-0.6,1.0
0,0,856.91,51.12,41,2.51,-0.21307962817834608,0.47864948419874404,0.21099199249901254,-0.5,-0.6,1.0
0,0,818.86,210.92,42,1.69,-0.21307962817834608,0.47864948419874404,0.21099199249901254,-0.5,-0.6,1.0
0,0,658.43,212.51,43,1.76,-0.21307962817834608,0.47864948419874404,0.21099199249901254,-0.5,-0.6,1.0
0,0,912.82,45.24,44,2.22,-0.21307962817834608,0.47864948419874404,0.21099199249901254,-0.5,-0.6,1.0
0,0,1123.45,23.11,45,1.56,-0.21307962817834608,0.47864948419874404,0.21099199249901254,-0.5,-0.6,1.0
0,0,1089.94,208.23,46,1.46,-0.21307962817834608,0.47864948419874404,0.21099199249901254,-0.5,-0.6,1.0
0,0,875.47,210.36,47,2.18,-0.21307962817834608,0.47864948419874404,0.21099199249901254,-0.5,-0.6,1.0
0,0,146.47,248.04,48,2.27,-0.21307962817834608,0.47864948419874404,0.21099199249901254,-0.5,-0.6,1.0
0,0,213.77,249.5,49,1.22,-0.21307962817834608,0.47864948419874404,0.21099199249901254,-0.5,-0.6,1.0
0,0,174.04,359.0,50,1.5,-0.21307962817834608,0.47864948419874404,0.21099199249901254,-0.5,-0.6,1.0
0,0,107.95,350.22,51,2.39,-0.21307962817834608,0.47864948419874404,0.21099199249901254,-0.5,-0.6,1.0
0,0,236.4,249.99,52,2.7,-0.21307962817834608,0.47864948419874404,0.21099199249901254,-0.5,-0.6,1.0
0,0,317.35,251.75,53,2.57,-0.21307962817834608,0.47864948419874404,0.21099199249901254,-0.5,-0.6,1.0
0,0,276.15,372.57,54,2.22,-0.21307962817834608,0.47864948419874404,0.21099199249901254,-0.5,-0.6,1.0
0,0,196.31,361.96,55,1.87,-0.21307962817834608,0.47864948419874404,0.21099199249901254,-0.5,-0.6,1.0
0,0,344.82,252.34,56,2.28,-0.21307962817834608,0.47864948419874404,0.21099199249901254,-0.5,-0.6,1.0
0,0,444.05,254.5,57,1.68,-0.21307962817834608,0.47864948419874404,0.21099199249901254,-0.5,-0.6,1.0
0,0,401.69,389.26,58,2.58,-0.21307962817834608,0.47864948419874404,0.21099199249901254,-0.5,-0.6,1.0
0,0,303.31,376.18,59,2.03,-0.21307962817834608,0.47864948419874404,0.21099199249901254,-0.5,-0.6,1.0
0,0,478.08,255.23,60,2.05,-0.21307962817834608,0.47864948419874404,0.21099199249901254,-0.5,-0.6,1.0
0,0,602.57,257.93,61,2.37,-0.21307962817834608,0.47864948419874404,0.21099199249901254,-0.5,-0.6,1.0
0,0,559.77,410.26,62,2.48,-0.21307962817834608,0.47864948419874404,0.21099199249901254,-0.5,-0.6,1.0
0,0,435.53,393.75,63,1.58,-0.21307962817834608,0.47864948419874404,0.21099199249901254,-0.5,-0.6,1.0
