timestamp_ns,cam_id,corner_x,corner_y,corner_id,radius
0,0,197.46,214.48,0,2.2
0,0,209.01,204.39,1,1.24
0,0,178.49,258.35,2,2.03
0,0,170.2,264.38,3,1.93
0,0,213.08,200.95,4,1.6
0,0,228.4,188.47,5,1.26
0,0,192.45,248.68,6,2.75
0,0,181.41,256.28,7,2.34
0,0,233.88,184.18,8,2.43
0,0,254.95,168.48,9,2.12
0,0,211.77,236.21,10,2.75
0,0,196.42,246.04,11,2.94
0,0,262.64,163.05,12,1.79
0,0,292.92,143.08,13,1.83
0,0,239.97,219.72,14,1.98
0,0,217.42,232.75,15,1.76
0,0,304.24,136.15,16,1.35
0,0,349.93,110.83,17,2.09
0,0,284.11,197.39,18,2.06
0,0,248.55,215.07,19,2.03
0,0,367.43,102.18,20,2.12
0,0,439.63,71.81,21,2.33
0,0,359.32,167.27,22,1.16
0,0,298.17,191.06,23,1.51
0,0,162.47,280.41,24,1.8
0,0,169.84,275.81,25,2.25
0,0,144.78,334.54,26,2.1
0,0,139.95,334.07,27,1.78
0,0,172.44,274.23,28,2.11
0,0,182.26,268.42,29,1.63
0,0,152.9,335.38,30,2.33
0,0,146.48,334.71,31,1.67
0,0,185.79,266.39,32,1.62
0,0,199.46,258.84,33,1.53
0,0,164.19,336.61,34,1.53
0,0,155.22,335.62,35,1.88
0,0,204.5,256.17,36,2.06
0,0,224.66,246.09,37,1.97
0,0,180.86,338.57,38,2.3
0,0,167.51,336.98,39,1.73
0,0,232.35,242.48,40,1.96
0,0,264.45,228.65,41,1.57
0,0,207.74,342.07,42,2.06
0,0,186.0,339.21,43,2.19
0,0,277.25,223.66,44,1.8
0,0,333.67,204.7,45,1.5
0,0,256.77,349.33,46,2.73
0,0,216.56,343.3,47,1.54
0,0,133.89,350.91,48,1.66
0,0,138.1,353.03,49,1.86
0,0,120.1,413.47,50,2.03
0,0,117.28,405.99,51,2.32
0,0,139.59,353.77,52,2.15
0,0,145.2,356.56,53,2.57
0,0,124.97,425.79,54,1.83
0,0,121.1,416.08,55,1.94
0,0,147.22,357.55,56,2.85
0,0,155.09,361.38,57,1.63
0,0,132.0,442.29,58,1.72
0,0,126.39,429.23,59,1.42
0,0,158.0,362.78,60,2.13
0,0,169.76,368.36,61,1.3
0,0,142.86,465.45,62,2.37
0,0,134.12,447.02,63,1.94
0,0,174.29,370.48,64,2.75
0,0,193.56,379.29,65,2.35
0,0,161.26,499.98,66,2.02
0,0,146.3,472.3,67,2.48
0,0,201.42,382.8,68,2.29
0,0,237.51,398.41,69,2.05
0,0,196.73,555.63,70,1.98
0,0,167.5,510.64,71,2.63
0,0,113.14,422.88,72,1.85
0,0,115.72,431.97,73,2.57
0,0,105.19,490.87,74,2.19
0,0,102.77,476.89,75,2.53
0,0,116.65,435.14,76,2.66
0,0,120.26,446.9,77,2.3
0,0,109.72,513.53,78,2.47
0,0,106.09,495.7,79,1.97
0,0,121.6,451.05,80,1.73
0,0,126.95,466.8,81,2.51
0,0,116.83,543.19,82,2.23
0,0,111.1,519.78,83,2.2
0,0,128.99,472.48,84,2.01
0,0,137.48,494.54,85,2.02
0,0,128.62,583.28,86,1.97
0,0,119.07,551.52,87,1.86
0,0,140.86,502.7,88,2.87
0,0,155.66,535.39,89,2.05
0,0,149.56,639.45,90,1.67
0,0,132.48,594.78,91,1.16
0,0,161.87,547.88,92,1.57
0,0,191.06,599.77,93,2.0
0,0,189.67,720.54,94,1.9
0,0,156.7,655.89,95,1.82
0,0,100.5,493.1,96,1.62
0,0,103.03,508.44,97,1.45
0,0,99.18,563.14,98,2.11
0,0,95.86,543.96,99,1.72
0,0,103.98,513.73,100,1.94
0,0,107.84,533.19,101,3.23
0,0,105.58,593.58,102,1.9
0,0,100.44,569.7,103,1.77
0,0,109.33,539.99,104,2.08
0,0,115.48,565.35,105,1.68
0,0,115.69,632.06,106,1.84
0,0,107.55,601.81,107,1.85
0,0,117.89,574.33,108,1.77
0,0,128.19,608.34,109,2.3
0,0,132.18,681.53,110,2.27
0,0,118.86,642.58,111,1.4
0,0,132.34,620.56,112,2.07
0,0,150.63,667.52,113,1.89
0,0,159.93,745.76,114,2.34
0,0,137.45,695.16,115,2.27
0,0,158.23,684.58,116,1.96
0,0,192.79,750.51,117,1.85
0,0,207.71,828.32,118,1.76
0,0,168.94,763.44,119,2.0
0,0,95.2,558.96,120,2.22
0,0,98.86,579.14,121,2.29
0,0,100.15,628.14,122,2.08
0,0,95.17,605.35,123,1.85
0,0,100.25,586.02,124,2.09
0,0,105.89,610.97,125,2.37
0,0,109.44,663.42,126,1.77
0,0,102.01,635.84,127,2.52
0,0,108.05,619.54,128,1.95
0,0,116.91,650.86,129,2.53
0,0,123.47,706.39,130,2.57
0,0,112.24,672.77,131,1.96
0,0,120.35,661.7,132,2.14
0,0,134.65,701.52,133,2.15
0,0,144.91,758.91,134,2.16
0,0,127.72,717.82,135,2.42
0,0,140.25,715.35,136,1.54
0,0,163.89,766.16,137,2.44
0,0,177.95,822.69,138,1.92
0,0,151.45,772.86,139,1.46
0,0,173.24,783.73,140,2.4
0,0,212.81,847.37,141,1.96
0,0,228.55,898.2,142,1.63
0,0,188.03,839.43,143,2.81
1,0,318.72,287.23,0,1.21
1,0,339.25,275.05,1,1.79
1,0,329.61,314.15,2,1.55
1,0,309.5,324.87,3,2.64
1,0,346.12,271.12,4,1.96
1,0,370.38,257.75,5,1.71
1,0,360.32,298.74,6,1.69
1,0,336.35,310.67,7,2.65
1,0,378.5,253.45,8,3.02
1,0,407.21,238.91,9,1.67
1,0,397.01,281.74,10,1.95
1,0,368.37,294.89,11,2.29
1,0,416.81,234.27,12,1.79
1,0,450.69,218.73,13,2.46
1,0,440.84,263.22,14,1.79
1,0,406.64,277.52,15,1.67
1,0,461.99,213.83,16,2.04
1,0,501.69,197.64,17,2.39
1,0,492.93,243.49,18,1.96
1,0,452.31,258.67,19,2.17
1,0,514.85,192.62,20,1.66
1,0,560.73,176.43,21,3.07
1,0,554.12,223.2,22,2.15
1,0,506.49,238.73,23,1.83
1,0,306.86,336.94,24,2.7
1,0,326.82,326.74,25,1.68
1,0,318.52,369.36,26,1.6
1,0,299.01,377.59,27,2.34
1,0,333.53,323.43,28,2.03
1,0,357.38,312.05,29,2.34
1,0,348.57,357.38,30,2.11
1,0,325.09,366.67,31,2.43
1,0,365.41,308.36,32,2.44
1,0,394.01,295.77,33,1.79
1,0,384.9,343.92,34,1.51
1,0,356.51,354.35,35,2.16
1,0,403.64,291.7,36,2.53
1,0,437.91,277.94,37,2.35
1,0,428.88,328.94,38,2.48
1,0,394.5,340.53,39,1.8
1,0,449.42,273.54,40,2.49
1,0,490.28,258.82,41,2.02
1,0,482.01,312.57,42,1.96
1,0,440.51,325.2,43,1.25
1,0,503.95,254.2,44,2.54
1,0,552.08,239.04,45,2.15
1,0,545.54,295.22,46,2.09
1,0,495.98,308.55,47,2.12
1,0,296.85,390.49,48,2.13
1,0,316.22,382.94,49,2.98
1,0,309.75,428.33,50,2.08
1,0,290.8,433.47,51,1.76
1,0,322.76,380.47,52,2.19
1,0,346.12,371.91,53,1.77
1,0,339.14,420.74,54,1.78
1,0,316.16,426.63,55,0.98
1,0,354.02,369.12,56,2.04
1,0,382.33,359.47,57,2.31
1,0,374.96,412.05,58,1.84
1,0,346.93,418.8,59,2.01
1,0,391.92,356.33,60,1.84
1,0,426.31,345.55,61,1.85
1,0,418.81,402.16,62,2.24
1,0,384.49,409.83,63,2.11
1,0,437.95,342.07,64,2.13
1,0,479.6,330.25,65,2.35
